11,TESORO NACIONAL
12,RECURSOS PROPIOS
13,RECURSOS CON AFECTACION ESPECIFICA
14,TRANSFERENCIAS INTERNAS
15,CREDITO INTERNO
16,UNIVERSIDADES
21,TRANSFERENCIAS EXTERNAS
22,CREDITO EXTERNO
90,OTROS
